reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
fc0c4ae6-cd9a-4eb2-9a8e-b0b5a1360695,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sumpah ni aplikasi yang bener bener sekali coba bisa ngerasain ujicoba pemakaian premium, untuk pengguna baru dan bisa juga ngedownload musik atau podcast secara gratis disaat masa ujicoba, premium fikssssss no komen ini aplikasi untuk mendengarkan music Terpopuler di sepanjang masa, pokonya buat kalian yang mau fomo kayak gue bisa langsung download ya",5,218,8.9.94.470,2024-11-24 13:15:15,,,8.9.94.470
d34f476e-5c52-49f5-948a-7b42aa541d20,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus untuk sehari-hari,5,0,8.9.76.538,2024-11-24 13:15:11,,,8.9.76.538
db3c3b86-92df-47c9-be53-87b03e09270c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Lebih mudah, tinggal klik dan banyak koleksi lagunya",5,0,8.9.66.543,2024-11-24 12:51:34,,,8.9.66.543
bb917449-1179-4182-b193-5148242dda67,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ya aku suka banget dengerin lagu di spotify,5,0,8.9.86.551,2024-11-24 12:45:57,,,8.9.86.551
b33c1141-00ba-4bb3-bb83-11ef27a35dc2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Asyik dengar lagunya,5,0,8.9.94.470,2024-11-24 12:36:35,,,8.9.94.470
bea1d78b-12b9-44de-b967-cb6c25cf91d8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Harap untuk perkembangan nya kedepan, iklan nya di kurangi",5,0,,2024-11-24 12:33:33,,,
eb1da253-0fe8-413b-ac9f-5d140d46cc50,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pokoknya keren,5,0,8.9.94.470,2024-11-24 12:17:34,,,8.9.94.470
4092c986-d8da-4163-93f8-ab6830978436,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saat saya mau memutar file audio, katanya audio tidak ada di perangkat, walaupun and di file saya, ini app gimana sih",2,1,,2024-11-24 12:13:47,,,
894be62c-ab99-4f5b-9860-af8b300c5042,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bagussss banget apa lagi lagu ""kembali pulang""",5,0,,2024-11-24 11:51:46,,,
1e8f2dba-a119-4733-9a84-09062309a4e7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bisa dengerin lagu tanpa iklan,4,0,8.9.94.470,2024-11-24 11:27:48,,,8.9.94.470
5f4a19a4-f890-4aa2-91cb-0fa0427a3975,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Spotify sangat seru untuk mendengarkan musik,menemani aku kapanpun dan di manapun",4,0,8.9.94.470,2024-11-24 11:20:45,,,8.9.94.470
a0a6b907-b396-4434-a777-29d65cdc2676,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bgus kli,1,1,8.9.92.408,2024-11-24 11:05:07,,,8.9.92.408
cb7e3b0c-c2cf-4d9d-8722-38411db39a97,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus banget tapi Spotify tu bikin baterai hp ku cepet habis tapi kualitasnya bagus banget,5,0,8.9.94.470,2024-11-24 10:59:33,,,8.9.94.470
55a1b36a-5ecf-4ff8-974c-8a6a72c49253,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"lumayan, cma kebanyakan iklan aja si wkwkwkwkwkwk selebihnya oke oke aja, bagusss",5,0,8.9.78.513,2024-11-24 10:49:09,,,8.9.78.513
fa31bd96-de65-4a90-a1c1-b722e5c4db29,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sangat kecewa, karna saya memakai kouta tidak bisa tulisannya ""Anda sedang offline"" dan ""Tidak ada koneksi internet"", padahal kouta saya masih banyak banget... sedangkan pakai wifi baru bisa?? dulu saya makai kouta baik baik aja, aman dan bisa di gunakan. dan sekarangg? malah tdk bisa digunakan selain pake wifi, tolong di perbaiki lagi..!!!",1,29,8.6.58.994,2024-11-24 10:20:18,,,8.6.58.994
6fb11db5-a8a0-4eed-9391-9950e0691094,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya menyukai nya,ini sangat keren bung👍🏻",5,0,8.9.94.470,2024-11-24 10:19:58,,,8.9.94.470
c1da7f4d-f020-4c56-8622-c785ce4ab139,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Yaya suka musik,2,0,8.9.94.470,2024-11-24 10:06:50,,,8.9.94.470
dad91191-deb1-4078-86b1-c3c9782971f1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ga jelas,,, ga loading lambat ,, ga bermutu",1,1,8.9.94.470,2024-11-24 09:33:41,,,8.9.94.470
f496b653-17ec-4ff1-9cfc-59edea1b1c9f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Masih oke lah ini aplikasi walaupun ada banyak iklan setiap kali ganti musik tapi tetep musik yang di tampilkan sama😆😆,5,0,,2024-11-24 09:00:01,,,
a3f9ee26-041a-4c69-884c-f2ccdcb7543c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi pembohong iklan terus,1,0,,2024-11-24 08:53:28,,,
4f333dd1-af66-45cc-bb1a-8fafd8dc0dcf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tidak bisa di update,1,0,8.8.14.575,2024-11-24 08:28:42,,,8.8.14.575
8a2af2f1-0b0d-41b9-b2f7-855068a4caac,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Saya sudah 2 kali membeli paket premium mini tapi di akun spotify saya tidak ada keterangan spotify paket mini aktif. Sedangkan saldo shopeepay saya sudah terpotong melalui googleplay,3,3,8.9.94.470,2024-11-24 08:26:14,,,8.9.94.470
16619e64-cf41-4fab-a6cc-d45a7bbac64d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya bisa bekerja sambil mendengar musik,saya menyukai nya",5,0,8.9.94.470,2024-11-24 08:18:20,,,8.9.94.470
2346d830-847e-4276-9a6e-665d2a3f680f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ini sangat cocok untuk degar lagu,3,0,8.9.94.470,2024-11-24 07:53:59,,,8.9.94.470
00c3d51e-adaf-4f9e-84d6-363d9d1700cb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi nya bagus bgt 👍,5,0,,2024-11-24 07:52:43,,,
a5621289-94ac-4834-868c-f65e8ab656fb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sementara saya ksih bintang 3 dulu. Soalnya setiap saya mau play lagu, dan keluar dari aplikasi tersebut, lagunya tiba-tiba berhenti sendiri dan terpaksa saya masuk apk nya lgi buat ngulang lagunya. Padahal spotify saya fine-fine aja pas pakai awal-awal itu. Tolong dong pihak spotify di perbaiki lagi apk nya. Makasih :)",3,135,8.9.94.470,2024-11-24 07:49:08,,,8.9.94.470
961305e3-5363-41f7-ac93-6404771d4e35,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap lagunya enak di denger suara nya anti macet² kecuali saat sinyalnya jelek 🤩 pokok nya kalau pengen dengerin lagu di Spotify aja dijamin ketagihan🥳🤩☺️,5,3,8.9.94.470,2024-11-24 07:38:33,,,8.9.94.470
2b123e66-7ab6-4c12-b93b-a99375a6c034,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,milih musik doang harus prem🤣🤣🤣🤣,1,1,,2024-11-24 07:25:39,,,
130a715f-8dfd-498f-959e-c7d431df3089,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ganti aja namanya spotidog atau spotipig,iklan mulu",5,0,8.9.94.470,2024-11-24 06:51:22,,,8.9.94.470
8ac143a1-f334-438e-b02e-76bc305f9a4d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"menurut gw ini apk bagus banget,tapi gw mau nanya.Kenapa semuanya harus premium?",4,0,8.9.94.470,2024-11-24 06:15:42,,,8.9.94.470
83d7c58b-e5a7-45ec-8093-36dc86b04e7e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi bagus buat dengerin sesuatu video,5,0,,2024-11-24 06:05:03,,,
6d3adfef-d1b6-43cc-b2d8-7a4040a1a07a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apk yg sangat bagus untuk mendengarkan musik yg ingin kalian dengar kan,5,0,8.9.90.127,2024-11-24 05:57:28,,,8.9.90.127
100f4ead-b083-4484-8931-63cfd352021d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Enak lagu lagu nya dan semua nya ad di situ.,5,0,8.9.94.470,2024-11-24 05:55:31,,,8.9.94.470
7710b0af-4eab-4f87-8470-5c3013c59fd9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sering mati sendiri buruk,1,1,,2024-11-24 05:53:32,,,
5f89646d-b147-425c-ab9a-59c20865b321,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus... suara nya nyaring.jelas.,5,0,,2024-11-24 05:39:08,,,
ee96942e-937e-4780-b601-fb1a2f20e310,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tolong Spotify ditambahin fitur hapus history lagu yang baru diputar,1,0,,2024-11-24 05:16:52,,,
ed03b796-edd1-44e9-9c0c-ce6bf2aa2498,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Makin kikir milih lagu aja harus bayar,1,0,8.9.94.470,2024-11-24 04:20:56,,,8.9.94.470
fc2a76ed-c75f-466c-82e4-e5b517b9d6eb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ini kenapa sih setiap kali mau premium pasti ada aja masalahnya may bayar yang engga dapat terhubung lah, yang itu lah, ini lah jadinya mau premium malas banget, padahal jaringannya bagus lancar aja",2,4,8.9.94.470,2024-11-24 04:15:40,,,8.9.94.470
c20b72b8-dee1-4102-8fa4-65e174bfa8d7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kenapa spotify saya tidak terkoneksi ke jaringan,5,0,8.9.94.470,2024-11-24 04:02:21,,,8.9.94.470
e3387041-6b51-46f0-bd2c-b936f8ff5610,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"males banget apa apa premium, dulu gak sebanyak itu deh",1,1,8.9.94.470,2024-11-24 03:55:11,,,8.9.94.470
99e02145-8ab4-4964-b9f8-a3f4e7acbf6b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kenapa Spotify saya tidak bisa di update yaah admin,3,0,,2024-11-24 03:36:34,,,
be685eec-0f3e-40d4-a1d8-774bf6308b08,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus dan banyak pilihan lagu ok dan cook ok sekian maaf terlalu pendek,5,0,,2024-11-24 03:35:32,,,
d07ae118-6826-453a-bd39-e55716282279,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Semuanya lengkap dengan lagu,5,0,,2024-11-24 03:28:07,,,
b26a214b-48c4-4b3d-86fb-a74830db1954,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus sekali!! <3,5,0,8.9.94.470,2024-11-24 02:56:20,,,8.9.94.470
51063638-d825-425e-a9b9-a0dd0d2de98b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Spotify adalah tempat bercerita apalagi kalok udh namanya serana,5,0,8.9.94.470,2024-11-24 02:45:48,,,8.9.94.470
fd558732-409c-4d05-b6fb-62baf742e016,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya beri bintang ⭐⭐⭐⭐⭐ karena aplikasi ini sangat cocok bagi saya untuk mendengarkan musik apapun itu.😊☺️,5,0,8.9.92.408,2024-11-24 02:40:59,,,8.9.92.408
d0baff44-357b-40ec-b7a4-2984efc543b6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kenapa spotify saya tida ada internet,2,0,,2024-11-24 02:25:20,,,
44dbf0f7-51c9-4e2b-96f1-eaa512cf2851,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Karena lagu nya enak aku suka lagu nya,5,0,8.9.94.470,2024-11-24 02:24:48,,,8.9.94.470
c8689950-dbad-4d2f-9dad-e9a0deb93647,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Memang bener tidak bohonng, sportify memang aplikasi yang baik yang saya dengerin musik saat ini , mantap terus kembangkang succes selalu SPORTIFY",5,0,8.9.86.551,2024-11-24 02:23:10,,,8.9.86.551
0f5ad083-bdff-4496-a31d-613298b89480,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Asik gak ada iklan,5,0,8.9.94.470,2024-11-24 02:17:41,,,8.9.94.470
6f1fed17-c294-466e-ae0a-8d4b7fe6950e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Jelek sekali setiap cari lagu slalu remium.musik musik lebay dan alay yang tercantum gak banget.,1,0,,2024-11-24 02:13:47,,,
987bb205-c70f-4bed-9f28-52c0ff8a3aa3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Enak lagi lagu lagu nya,5,0,8.9.94.470,2024-11-24 02:10:34,,,8.9.94.470
61087400-dc76-45f4-9d17-8b12d0f7d5ab,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat bagus dn mnghibur,5,0,8.9.92.408,2024-11-24 02:03:26,,,8.9.92.408
2f8e0d39-3f42-4206-9f5c-696cc9199bd6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,banyak iklannnya walaupun udah premium atau gimana ya,5,0,,2024-11-24 02:00:17,,,
